,red,green,blue
0,"[array([11023. , 10557. ,  9939.5, 11681. ,  8747. , 17765. , 42074. ,
        9560. ,  8700. , 10232. ,     0. , 10800. , 36771.5, 35969. ,
       11034. , 37434. ,     0. ])]","[array([10755.0, 10518.0, 10404.0, 12510.0, 9807.0, 18134.0, 42695.0,
       10177.0, 9508.0, None, 0.0, 11394.0, 37374.0, 36651.0, 10655.0,
       38076.0, 0.0], dtype=object)]","[array([ 9591. ,  9434. ,  8883. , 10153. ,  8613. , 16883. , 44236. ,
        8956. ,  8392. ,  9158. ,     0. ,  9475. , 38670.5, 38387. ,
        9420. , 39692. ,     0. ])]"
1,"[array([11319. , 10488. , 10160.5, 14298. ,  8804.5, 13579. , 45828. ,
        9924. ,  8607. ,  9224. ,  9519. , 25489. , 33794. ,  9823. ,
       38432. ])]","[array([10912.0, 10497.0, 10212.0, 14608.0, 9835.0, 14056.0, 46458.0,
       10633.0, 9534.0, None, 10061.0, 26074.5, 34424.0, 9852.0, 39196.0],
      dtype=object)]","[array([ 9506. ,  9016. ,  8576. , 13066. ,  8449. , 11617. , 48229. ,
        8934. ,  8372. ,  8462. ,  8538. , 26567. , 35774.5,  8605. ,
       40983. ])]"
2,"[array([11225. , 10368. , 10044.5, 12710. ,  8771. , 13504. , 45613. ,
        9814. ,  8672. , 10623. ,  9858. , 29700.5, 37900.5, 11833. ,
       38186. ])]","[array([10898.0, 10446.0, 10298.0, 13586.0, 9877.0, 14114.5, 46212.0,
       10470.0, 9485.0, None, 10483.0, 30289.0, 38558.0, 11469.5, 38909.0],
      dtype=object)]","[array([ 9680.,  9190.,  8914., 11250.,  8554., 11626., 47909.,  9065.,
        8384.,  9343.,  8986., 31063., 40308.,  9814., 40656.])]"
3,"[array([11050. , 10393. ,  9801. , 12017. ,  8704. , 17052. , 44371. ,
        9684. ,  8785. , 10923. ,     0. , 10306. , 31739.5, 37355. ,
       14331.5, 38023. ])]","[array([10756.0, 10462.0, 10318.0, 13107.5, 9796.0, 17436.0, 44953.0,
       10289.0, 9638.0, None, 0.0, 10870.0, 32341.5, 38040.0, 14131.0,
       38724.0], dtype=object)]","[array([ 9604. ,  9308. ,  8825. , 10360. ,  8562. , 15909. , 46584. ,
        9011. ,  8396. ,  9557. ,     0. ,  9228. , 33224.5, 39827. ,
       12228.5, 40433. ])]"
4,"[array([11095. , 10205. ,  9231. , 21453. , 10156. , 13197. , 44869.5,
        9933.5,  8740. , 10255. ,  9905. , 25744. , 32312.5,  9996. ,
       37841. ])]","[array([10796.5, 10290.0, 9747.0, 22178.0, 10741.0, 13762.0, 45466.0,
       10587.0, 9595.0, None, 10440.0, 26370.0, 33027.5, 10026.0, 38591.0],
      dtype=object)]","[array([ 9571. ,  9077. ,  8423. , 22045. ,  8974. , 11377. , 47238. ,
        9107. ,  8451. ,  9153. ,  8985. , 26959. , 34463.5,  8825. ,
       40362. ])]"
5,"[array([11477. , 10532. ,  9998. , 15151. ,  9154. , 13323. , 45416. ,
        9951. ,  8626.5,  9308. ,  9609. , 25375. , 33553. ,  9922. ,
       38245. ])]","[array([11091.0, 10539.0, 10114.0, 15534.0, 9965.0, 13888.0, 46037.0,
       10660.0, 9534.0, None, 10178.0, 25974.5, 34213.0, 9938.0, 38992.0],
      dtype=object)]","[array([ 9731.5,  9092. ,  8580. , 14185. ,  8536. , 11417. , 47800. ,
        9061. ,  8404. ,  8597. ,  8656. , 26468. , 35632. ,  8708. ,
       40779. ])]"
6,"[array([11185., 10378.,  9982., 13907.,  8678., 13844., 46893.,  9629.,
        8544.,  9242.,  9561., 27856., 33229.,  9935., 38573.])]","[array([10801.0, 10402.0, 10109.0, 14218.0, 9752.0, 14142.0, 47539.0,
       10448.0, 9456.0, None, 10084.0, 28465.0, 33881.0, 9804.0, 39330.0],
      dtype=object)]","[array([ 9353.,  8934.,  8455., 12621.,  8352., 12072., 49380.,  8772.,
        8233.,  8387.,  8473., 29286., 35200.,  8567., 41117.])]"
7,"[array([10108.0, 10109.0, 10149.0, 10094.0, 10208.0, 10188.0, 12771.0,
       12786.0, 13635.0, 13652.0, 10743.0, 10715.0, 50167.0, 44484.0,
       10009.0, 9999.0, 10878.0, 10849.0, None, 8587.0, 9274.0, 9314.0,
       19970.0, 19912.0, 29069.0, 29022.0, 10053.0, 10055.0, 39679.0,
       39679.0, 10761.0], dtype=object)]","[array([10305.0, 10307.0, 10280.0, 10239.0, 10214.0, 10194.0, 12875.0,
       12891.0, 13959.0, 13948.0, 11484.0, 11461.0, 47603.0, 45168.0,
       10755.0, 10748.0, 11613.0, 11593.0, None, None, 9958.0, 9994.0,
       20445.0, 20419.0, 29683.0, 29674.0, 10333.0, 10335.0, 40382.0,
       40431.0, 10478.0], dtype=object)]","[array([9063.0, 9067.0, 9090.0, 9052.0, 9176.0, 9160.0, 10785.0, 10805.0,
       11778.0, 11788.0, 9635.0, 9611.0, 46805.0, 46895.0, 9176.0, 9167.0,
       9692.0, 9652.0, None, 8306.0, 8666.0, 8695.0, 20113.0, 20111.0,
       30334.0, 30374.0, 8942.0, 8943.0, 42155.0, 42206.0, 9223.0],
      dtype=object)]"
8,"[array([9993.0, 9997.0, 10179.0, 10127.5, 10317.0, 10295.0, 12026.0,
       12031.0, 12877.0, 12916.0, 10689.0, 10661.0, 53217.0, 47366.0,
       10120.0, 10116.0, 9524.0, 9510.5, None, 8694.0, 9512.0, 9555.0,
       21022.0, 20965.0, 29098.0, 29051.0, 9997.5, 9987.0, 39421.0,
       39422.0, 10739.0], dtype=object)]","[array([10215.0, 10214.0, 10366.0, 10327.0, 10283.0, 10264.0, 12199.0,
       12203.0, 13237.5, 13267.0, 11438.0, 11416.0, 50454.0, 47951.5,
       10890.0, 10887.0, 10219.5, 10204.0, None, None, 10134.0, 10167.0,
       21515.0, 21492.0, 29674.0, 29663.0, 10257.0, 10255.0, 40130.0,
       40184.0, 10461.0], dtype=object)]","[array([8936.0, 8940.0, 9086.0, 9052.0, 9220.0, 9201.0, 10139.0, 10149.0,
       11011.5, 11060.5, 9573.0, 9553.0, 49442.5, 49533.5, 9193.0, 9185.0,
       8890.0, 8872.0, None, 8342.0, 8753.0, 8778.0, 21329.0, 21334.0,
       30321.0, 30361.0, 8858.0, 8858.0, 41923.0, 41974.5, 9196.0],
      dtype=object)]"
9,"[array([10066.0, 10068.0, 10240.0, 10188.0, 10557.0, 10551.0, 12051.0,
       12090.0, 11026.5, 11053.0, 10977.0, 10944.0, 44510.0, 39214.5,
       10195.0, 10179.5, 10076.0, 10060.0, None, 8849.0, 9946.5, 9992.0,
       21246.0, 21188.0, 27518.0, 27471.0, 9449.0, 9445.0, 38906.0,
       38907.0, 10230.0], dtype=object)]","[array([10363.0, 10364.0, 10431.0, 10395.0, 10565.0, 10563.0, 12386.0,
       12412.0, 11210.0, 11231.0, 11619.0, 11595.0, 42287.0, 40019.0,
       10913.0, 10909.0, 10748.5, 10732.0, None, None, 10515.5, 10547.0,
       21759.0, 21736.0, 28132.0, 28120.0, 9981.0, 9976.0, 39588.0,
       39637.0, 10200.0], dtype=object)]","[array([9043.0, 9045.0, 9145.0, 9110.0, 9373.0, 9352.0, 10190.0, 10218.0,
       9360.0, 9359.0, 9667.0, 9643.0, 41746.5, 41830.0, 9224.0, 9214.0,
       9086.0, 9061.0, None, 8459.0, 9002.0, 9047.0, 21561.0, 21567.0,
       28593.5, 28629.0, 8696.0, 8684.0, 41328.0, 41378.0, 8873.0],
      dtype=object)]"
10,"[array([9885.0, 9883.0, 10004.0, 9954.0, 10246.0, 10233.0, 12843.0,
       12851.0, 17848.0, 17896.0, 10743.0, 10707.0, 54179.0, 48287.0,
       10108.0, 10094.0, 9131.0, 9124.0, None, 8774.0, 9224.0, 9276.0,
       22012.0, 21954.0, 29164.0, 29117.0, 9597.0, 9589.0, 39390.0,
       39390.0, 10899.0], dtype=object)]","[array([10119.0, 10117.0, 10235.0, 10203.0, 10183.0, 10163.0, 12886.0,
       12883.0, 18329.0, 18323.0, 11494.0, 11470.0, 51328.0, 48846.0,
       10904.0, 10896.0, 9901.0, 9896.0, None, None, 9890.0, 9928.0,
       22545.0, 22524.0, 29721.0, 29709.0, 9921.0, 9908.0, 40096.0,
       40151.0, 10568.0], dtype=object)]","[array([8872.0, 8873.0, 9012.0, 8981.0, 9178.0, 9159.0, 10800.0, 10811.0,
       17087.0, 17104.0, 9640.0, 9615.0, 50388.0, 50479.0, 9206.0, 9194.0,
       8702.0, 8673.0, None, 8382.0, 8579.0, 8612.0, 22518.0, 22528.0,
       30402.0, 30443.0, 8653.0, 8648.0, 41903.0, 41954.0, 9314.0],
      dtype=object)]"
11,"[array([10270.0, 10259.0, 10086.0, 10032.0, 10235.0, 10213.0, 14680.0,
       14671.0, 17405.0, 17426.0, 10967.0, 10922.0, 53134.0, 47290.0,
       9994.0, 9986.0, 11775.0, 11655.0, None, 8681.0, 8855.0, 8895.0,
       21639.0, 21581.5, 28328.0, 28281.0, 9782.0, 9771.0, 39278.0,
       39278.0, 10369.0], dtype=object)]","[array([10461.0, 10454.0, 10199.0, 10160.0, 10189.0, 10174.0, 14765.0,
       14747.0, 17853.0, 17920.0, 11770.0, 11742.0, 50372.0, 47889.0,
       10794.0, 10790.0, 12541.5, 12397.5, None, None, 9562.0, 9590.0,
       22226.0, 22204.5, 28907.5, 28895.0, 10016.0, 10009.0, 39976.0,
       40027.0, 10112.0], dtype=object)]","[array([9128.0, 9135.0, 9088.0, 9054.0, 9111.0, 9098.0, 13465.0, 13444.0,
       16775.0, 16748.5, 9780.0, 9756.0, 49542.5, 49627.0, 9172.0, 9161.0,
       10411.5, 10319.0, None, 8382.0, 8480.0, 8496.0, 22074.0, 22082.5,
       29578.0, 29616.0, 8734.0, 8724.0, 41791.0, 41842.0, 8988.0],
      dtype=object)]"
12,"[array([9973.0, 9973.0, 10020.0, 9971.0, 10193.0, 10178.0, 13576.0,
       13565.0, 15730.0, 15789.0, 10871.0, 10826.0, 53944.0, 48058.0,
       10049.0, 10034.0, 9602.0, 9574.0, None, 8690.0, 8942.0, 8985.0,
       22686.0, 22629.0, 28757.0, 28710.0, 9584.0, 9577.0, 39323.0,
       39323.0, 10604.0], dtype=object)]","[array([10175.0, 10169.0, 10188.0, 10152.0, 10119.0, 10104.0, 13499.0,
       13480.0, 16192.0, 16237.0, 11617.0, 11595.0, 51104.0, 48622.0,
       10869.0, 10861.0, 10212.0, 10190.0, None, None, 9616.0, 9654.0,
       23280.0, 23261.0, 29321.0, 29309.0, 9890.0, 9884.0, 40018.0,
       40076.0, 10288.0], dtype=object)]","[array([8933.0, 8932.0, 9034.0, 9003.0, 9113.0, 9096.0, 11928.0, 11899.0,
       14658.0, 14692.0, 9723.0, 9699.0, 50180.0, 50271.0, 9192.0, 9181.0,
       8935.0, 8904.0, None, 8388.0, 8486.0, 8507.0, 23368.0, 23381.0,
       30034.0, 30073.0, 8623.0, 8617.0, 41847.0, 41898.0, 9148.0],
      dtype=object)]"
13,"[array([9892.0, 9893.0, 10066.0, 10011.0, 10102.0, 10087.0, 13676.0,
       13663.0, 17294.5, 17292.0, 10927.0, 10887.0, 54459.0, 48561.0,
       10142.0, 10123.0, 9173.0, 9164.5, None, 8809.0, 8945.0, 8989.0,
       24140.5, 24083.0, 29525.0, 29478.5, 9503.0, 9494.0, 39219.0,
       39220.0, 10758.5], dtype=object)]","[array([10117.0, 10116.0, 10253.0, 10217.0, 10048.0, 10036.0, 13578.0,
       13556.0, 17770.5, 17760.5, 11633.0, 11607.0, 51561.0, 49099.0,
       10974.0, 10964.0, 9877.0, 9865.0, None, None, 9600.0, 9638.0,
       24784.0, 24768.0, 30086.0, 30072.0, 9850.0, 9840.0, 39935.0,
       39981.0, 10441.0], dtype=object)]","[array([8880.0, 8882.0, 9050.0, 9017.5, 9052.0, 9040.0, 12089.0, 12058.0,
       16560.0, 16545.0, 9733.0, 9708.0, 50674.0, 50761.0, 9220.0, 9207.0,
       8726.5, 8695.5, None, 8468.0, 8460.0, 8483.0, 25093.0, 25114.5,
       30865.0, 30907.0, 8602.0, 8594.0, 41733.0, 41784.0, 9244.0],
      dtype=object)]"
14,"[array([10052.0, 10053.0, 0.0, 10141.0, 10085.0, 10859.0, 10829.0, 0.0,
       15956.5, 15969.0, 0.0, 10276.0, 10272.0, 0.0, 0.0, 11308.0,
       11277.0, 0.0, 38305.0, 33522.5, 0.0, 10077.0, 10075.5, 11311.0,
       11306.0, 0.0, None, 9225.0, 11369.0, 9311.0, 9356.0, 18675.5,
       18618.0, 26838.0, 26790.5, 9415.0, 9412.0, 39497.0, 39497.0, 0.0,
       0.0, 10078.0, 0.0], dtype=object)]","[array([10454.0, 10453.0, 0.0, 10455.5, 10414.0, 11100.0, 11073.0, 0.0,
       16019.5, 16042.5, 0.0, 10622.0, 10615.0, 0.0, 0.0, 11943.0,
       11923.0, 0.0, 36308.5, 34246.5, 0.0, 10784.0, 10781.0, 11905.5,
       11888.0, 0.0, None, None, 12360.5, 9967.0, 10003.0, 19043.5,
       19015.0, 27366.0, 27351.0, 9890.0, 9886.0, 40105.0, 40170.0, 0.0,
       0.0, 10204.0, 0.0], dtype=object)]","[array([9157.0, 9166.5, 0.0, 9155.0, 9115.0, 9539.0, 9541.0, 0.0, 14671.0,
       14686.5, 0.0, 9146.0, 9141.0, 0.0, 0.0, 9967.0, 9946.0, 0.0,
       35452.0, 35488.0, 0.0, 9230.0, 9227.0, 9709.0, 9695.5, 0.0, None,
       8681.0, 9903.0, 8713.0, 8741.0, 18377.5, 18368.5, 27771.5, 27801.0,
       8692.0, 8689.0, 41847.0, 41897.5, 0.0, 0.0, 8898.0, 0.0],
      dtype=object)]"
15,"[array([10201.0, 10203.0, 10309.0, 10251.0, 10549.0, 10545.0, 13203.0,
       13213.0, 11653.0, 11662.0, 10963.0, 10924.0, 38690.0, 33860.0,
       9997.0, 9993.0, 12986.0, 12915.0, None, 8713.0, 0.0, 9067.0,
       9105.0, 19282.0, 19224.0, 29058.0, 29011.0, 9478.0, 9467.0,
       39716.0, 39717.0, 10432.0], dtype=object)]","[array([10495.0, 10493.0, 10430.0, 10387.0, 10535.0, 10526.0, 13218.0,
       13230.0, 11699.0, 11717.0, 11630.0, 11604.0, 36710.0, 34591.0,
       10769.0, 10766.0, 13695.0, 13668.0, None, None, 0.0, 9770.0,
       9795.0, 19729.0, 19701.0, 29700.0, 29690.0, 9961.0, 9952.0,
       40371.0, 40425.0, 10252.0], dtype=object)]","[array([9179.0, 9178.0, 9204.0, 9161.0, 9359.0, 9344.0, 11165.0, 11176.0,
       9807.0, 9809.0, 9748.0, 9722.0, 35967.0, 36034.0, 9204.0, 9200.0,
       11415.0, 11406.0, None, 8433.0, 0.0, 8612.0, 8626.0, 19253.0,
       19249.0, 30319.0, 30358.0, 8700.0, 8689.0, 42119.0, 42170.0,
       9008.0], dtype=object)]"
16,"[array([10245.0, 10243.0, 10152.0, 10097.0, 10141.0, 10130.0, 14697.0,
       14690.0, 16181.0, 16209.0, 10993.0, 10956.0, 49217.0, 43600.0,
       9972.0, 9964.0, 11759.0, 11690.0, None, 8611.0, 0.0, 8910.0,
       8951.0, 18849.0, 18791.0, 29209.0, 29163.0, 9633.0, 9621.0,
       39696.0, 39697.0, 10372.0], dtype=object)]","[array([10477.0, 10475.0, 10269.0, 10230.0, 10187.0, 10178.0, 14798.0,
       14788.0, 16524.0, 16547.0, 11710.0, 11684.0, 46731.0, 44314.0,
       10741.0, 10738.0, 12502.0, 12423.0, None, None, 0.0, 9647.0,
       9677.0, 19300.0, 19271.0, 29840.0, 29829.0, 10044.0, 10039.0,
       40374.0, 40425.0, 10221.0], dtype=object)]","[array([9179.0, 9177.0, 9123.0, 9082.0, 9080.0, 9079.0, 13418.0, 13405.0,
       14887.0, 14916.0, 9790.0, 9767.0, 45972.0, 46058.0, 9192.0, 9186.0,
       10397.0, 10311.0, None, 8357.0, 0.0, 8536.0, 8550.0, 18716.0,
       18708.0, 30521.0, 30562.0, 8754.0, 8744.0, 42136.0, 42187.0,
       8993.0], dtype=object)]"
17,"[array([10278.0, 10272.0, 10086.0, 10028.0, 10102.0, 10083.0, 15275.0,
       15278.0, 19632.0, 19646.0, 10984.0, 10944.0, 50908.0, 45189.0,
       9978.0, 9971.0, 11139.0, 11097.0, None, 8636.0, 8851.0, 8888.0,
       19718.0, 19660.0, 29273.0, 29227.0, 9795.0, 9781.0, 39560.0,
       39561.0, 10096.0], dtype=object)]","[array([10478.0, 10477.0, 10206.0, 10164.0, 10149.0, 10134.0, 15433.0,
       15425.0, 20003.0, 20024.0, 11736.0, 11711.0, 48297.0, 45846.0,
       10746.0, 10743.0, 11934.0, 11878.0, None, None, 9580.0, 9604.0,
       20225.0, 20198.0, 29875.0, 29864.0, 10093.0, 10087.0, 40247.0,
       40300.0, 9989.0], dtype=object)]","[array([9176.0, 9179.0, 9091.0, 9051.0, 9075.0, 9069.0, 14198.0, 14189.0,
       19164.0, 19221.0, 9787.0, 9762.0, 47520.0, 47611.0, 9188.0, 9181.0,
       9860.0, 9804.0, None, 8359.0, 8499.0, 8510.0, 19807.0, 19804.0,
       30620.0, 30661.0, 8794.0, 8786.0, 42036.0, 42087.0, 8820.0],
      dtype=object)]"
18,"[array([10641.0, 10647.0, 10170.0, 10118.0, 10237.0, 10213.0, 16693.0,
       16683.0, 18976.5, 19041.0, 11285.0, 11247.0, 47673.5, 42151.5,
       9993.0, 9986.0, 10503.0, 10455.5, None, 8720.0, 0.0, 8848.0,
       8881.0, 18934.0, 18875.0, 28894.0, 28847.0, 9511.0, 9506.0,
       39448.0, 39448.0, 10078.0], dtype=object)]","[array([10815.0, 10818.0, 10274.0, 10235.0, 10295.0, 10278.0, 16837.5,
       16821.0, 19329.5, 19378.0, 12059.0, 12029.0, 45247.5, 42872.5,
       10763.0, 10761.0, 11270.0, 11208.0, None, None, 0.0, 9581.5,
       9606.0, 19408.5, 19380.0, 29520.5, 29510.0, 9943.0, 9937.0,
       40124.0, 40171.0, 10071.0], dtype=object)]","[array([9420.0, 9418.0, 9144.0, 9111.0, 9102.0, 9095.0, 15898.0, 15879.0,
       18305.5, 18321.0, 9984.0, 9959.0, 44626.0, 44715.0, 9202.0, 9196.0,
       9387.0, 9303.0, None, 8426.0, 0.0, 8502.0, 8512.0, 18807.0,
       18799.5, 30144.0, 30183.0, 8694.0, 8686.0, 41880.0, 41931.0,
       8775.0], dtype=object)]"
19,"[array([11063.0, 11063.0, 10226.0, 10174.0, 10547.0, 10511.0, 17048.5,
       17038.0, 17119.5, 17157.0, 0.0, 11638.0, 11647.0, 44951.0, 39667.0,
       9972.0, 9966.0, 10489.5, 10438.5, 0.0, None, 8790.0, 0.0, 8846.0,
       8877.0, 17697.0, 17863.0, 27871.0, 27855.0, 9466.0, 9459.0,
       39284.0, 39284.0, 0.0, 0.0, 9677.0], dtype=object)]","[array([11310.0, 11304.5, 10292.0, 10255.0, 10486.0, 10468.0, 17223.0,
       17199.0, 17312.0, 17380.0, 0.0, 12388.0, 12400.0, 42651.0, 40400.5,
       10723.0, 10721.0, 11196.0, 11154.5, 0.0, None, None, 0.0, 9539.0,
       9563.0, 18106.0, 18321.0, 28456.5, 28472.0, 9898.0, 9895.0,
       39929.0, 39977.0, 0.0, 0.0, 9790.0], dtype=object)]","[array([9657.0, 9647.0, 9155.0, 9126.0, 9134.0, 9128.0, 16292.0, 16278.0,
       15736.0, 15744.0, 0.0, 10195.0, 10184.0, 42002.5, 42134.5, 9178.0,
       9172.0, 9314.0, 9246.5, 0.0, None, 8449.0, 0.0, 8500.0, 8509.0,
       17239.0, 17503.5, 29012.0, 29083.0, 8662.0, 8654.0, 41678.0,
       41729.0, 0.0, 0.0, 8574.0], dtype=object)]"
20,"[array([11337.5, 11674.0, 10170.0, 10296.0, 10237.0, 10499.0, 16214.0,
       16202.0, 15388.0, 17092.0, 11376.0, 11760.5, 46224.0, 42286.0,
       9919.0, 9940.0, 9719.0, 12105.5, None, 8820.0, 0.0, 8767.0, 8897.0,
       18710.5, 20499.0, 27405.0, 27963.0, 9241.0, 9526.0, 39167.0,
       39167.0, 9245.0], dtype=object)]","[array([11431.0, 11676.0, 10250.0, 10314.0, 10232.0, 10376.0, 16382.0,
       16363.0, 15593.0, 17452.0, 12223.0, 12619.0, 43852.0, 43021.0,
       10695.0, 10717.0, 10580.5, 12786.5, None, None, 0.0, 9491.0,
       9632.0, 19180.5, 21095.0, 27999.0, 28602.0, 9746.0, 9911.0,
       39819.0, 39867.0, 9333.0], dtype=object)]","[array([9745.5, 9969.0, 9118.0, 9192.0, 8931.0, 9082.5, 15311.0, 15279.5,
       13957.0, 16004.0, 10038.0, 10236.0, 43231.0, 44825.5, 9141.0,
       9150.0, 8915.0, 10630.5, None, 8444.0, 0.0, 8458.0, 8500.0,
       18515.0, 20775.5, 28512.5, 29220.0, 8535.0, 8668.0, 41561.0,
       41611.0, 8256.0], dtype=object)]"
21,"[array([10749.0, 10742.0, 10161.5, 10106.0, 10310.0, 10291.0, 15734.0,
       15729.0, 19380.0, 19394.5, 11032.0, 10988.0, 51022.5, 45295.0,
       9975.0, 9967.0, 14896.5, 14777.0, None, 8712.0, 8828.0, 8861.0,
       21622.0, 21602.0, 28765.0, 28718.5, 9761.0, 9751.5, 39207.5,
       39208.0, 9884.5], dtype=object)]","[array([10833.0, 10830.5, 10238.5, 10199.0, 10245.0, 10234.0, 15919.0,
       15901.0, 19833.0, 19824.0, 11891.0, 11860.0, 48394.0, 45957.0,
       10761.0, 10757.0, 15590.5, 15505.5, None, None, 9583.0, 9607.0,
       22211.0, 22229.5, 29375.0, 29364.0, 10014.0, 10008.0, 39891.0,
       39936.0, 9805.5], dtype=object)]","[array([9428.0, 9426.0, 9132.0, 9097.0, 9133.0, 9120.0, 14847.0, 14827.0,
       19031.5, 19041.5, 9825.0, 9797.0, 47658.0, 47752.5, 9172.0, 9161.0,
       13403.0, 13277.5, None, 8395.0, 8472.0, 8484.0, 22034.5, 22085.5,
       30046.0, 30085.0, 8743.0, 8732.0, 41669.0, 41720.0, 8638.0],
      dtype=object)]"
22,"[array([10718.0, 10704.0, 10312.0, 10259.0, 10131.0, 10103.0, 14298.0,
       14284.0, 10279.0, 10283.0, 11218.0, 11175.5, 54247.0, 48383.5,
       10106.0, 10087.0, 9406.0, 9383.5, None, 8743.0, 8622.0, 8653.0,
       25349.5, 25292.0, 27807.0, 27761.0, 9660.5, 9652.0, 38879.0,
       38880.0, 10353.0], dtype=object)]","[array([10775.0, 10759.0, 10287.0, 10246.0, 10013.0, 9983.0, 14245.5,
       14224.5, 10648.0, 10641.0, 12064.0, 12029.0, 51340.0, 48945.0,
       10976.0, 10966.0, 10082.0, 10065.0, None, None, 9375.5, 9402.0,
       26022.0, 26009.0, 28374.0, 28362.5, 9929.0, 9922.0, 39611.0,
       39644.0, 10015.0], dtype=object)]","[array([9326.0, 9329.0, 9158.0, 9125.0, 8925.0, 8896.0, 12958.0, 12928.0,
       8994.0, 8993.0, 9906.0, 9877.5, 50571.0, 50658.0, 9176.0, 9162.0,
       8827.0, 8791.0, None, 8479.0, 8348.0, 8378.0, 26546.0, 26574.0,
       29013.0, 29050.0, 8661.0, 8650.0, 41401.0, 41451.5, 8966.0],
      dtype=object)]"
23,"[array([9846.0, 12046.0, 9469.0, 10351.5, 9052.5, 10482.0, 14384.5,
       14939.5, 8761.0, 11249.0, 0.0, 12278.0, 31672.5, 43612.5, 9756.0,
       9843.0, 8648.0, 11870.5, None, 8891.0, 0.0, 8611.0, 8984.0, 0.0,
       22426.0, 23457.0, 27728.0, 8411.0, 9945.0, 38925.0, 39018.0,
       8123.0], dtype=object)]","[array([10256.0, 11819.5, 9855.0, 10320.0, 9382.0, 10317.0, 14515.0,
       15136.0, 9443.5, 11666.5, 0.0, 13082.0, 30114.5, 44323.5, 10472.0,
       10582.0, 9627.0, 12538.0, None, None, 0.0, 9315.0, 9743.0, 0.0,
       23062.0, 23945.0, 28373.5, 8891.0, 10005.5, 39629.0, 39718.0,
       8241.5], dtype=object)]","[array([8753.0, 10128.0, 8736.0, 9176.0, 8191.0, 9019.5, 13026.0, 13844.0,
       7967.0, 9708.0, 0.0, 10502.0, 29207.5, 46074.0, 8968.0, 9035.0,
       8232.0, 10401.0, None, 8452.0, 0.0, 8286.0, 8498.0, 0.0, 23010.0,
       23987.0, 29027.0, 7942.0, 8762.0, 41396.0, 41469.0, 6668.5],
      dtype=object)]"
24,"[array([0.0, 11175.0, 0.0, 10201.0, 0.0, 9651.0, 0.0, 19112.0, 0.0, 8768.0,
       0.0, 10958.0, 0.0, 47132.0, 0.0, 9915.0, 0.0, 27671.0, None,
       9176.0, 0.0, 9696.5, 0.0, 32933.0, 0.0, 29234.0, 0.0, 10232.0, 0.0,
       38365.0, 0.0], dtype=object)]","[array([0.0, 10832.0, 0.0, 10207.0, 0.0, 9877.0, 0.0, 19597.0, 0.0, 9811.0,
       0.0, 11958.0, 0.0, 47785.5, 0.0, 10722.0, 0.0, 28016.5, None, None,
       0.0, 10197.0, 0.0, 33705.0, 0.0, 29879.0, 0.0, 10044.5, 0.0,
       39128.0, 0.0], dtype=object)]","[array([0.0, 9419.0, 0.0, 8975.5, 0.0, 8430.0, 0.0, 19051.0, 0.0, 8402.0,
       0.0, 9635.5, 0.0, 49576.0, 0.0, 8947.0, 0.0, 28322.0, None, 8426.0,
       0.0, 8625.0, 0.0, 35106.0, 0.0, 30823.0, 0.0, 8794.0, 0.0, 40921.0,
       0.0], dtype=object)]"
25,"[array([10438.0, 11249.0, 9599.5, 10573.0, 8791.0, 9231.0, 20955.0,
       27772.5, 8735.0, 10101.5, 10841.5, 11019.0, 51084.0, 47079.0,
       9999.0, 10096.0, 8451.0, 8689.0, None, 9203.0, 8457.0, 9047.0,
       31542.5, 37098.0, 26404.5, 30727.0, 8869.5, 10061.5, 38036.0,
       38146.0, 8056.0], dtype=object)]","[array([10484.0, 11103.0, 9751.5, 10465.0, 9047.0, 9377.0, 21507.0,
       28571.0, 9559.0, 10388.0, 11745.0, 11989.0, 48164.0, 47644.0,
       10816.0, 10994.0, 9207.0, 9564.0, None, None, 9241.0, 9772.0,
       32324.5, 37919.5, 26967.0, 31345.5, 9183.5, 9997.0, 38773.0,
       38906.0, 8042.0], dtype=object)]","[array([8857.5, 9453.0, 8534.0, 9184.0, 8030.0, 8234.0, 21389.5, 29419.0,
       8046.0, 8816.0, 9506.0, 9615.0, 47823.0, 49416.0, 9010.0, 9064.0,
       8155.5, 8418.0, None, 8544.0, 8211.0, 8458.0, 33504.5, 39556.5,
       27585.5, 32365.5, 8102.0, 8710.0, 40527.0, 40688.0, 6131.5],
      dtype=object)]"
